protein,TM_IF,TM_OF,max_tm,pc1,pc2,pc3,type
ZnT8,0.8473,0.8464,0.8473,-2.065,2.159,-5.075,Model
ZnT8,0.8306,0.8565,0.8565,1.623,3.996,-2.833,Model
ZnT8,0.839,0.8532,0.8532,-1.116,3.42,-5.797,Model
ZnT8,0.8306,0.8613,0.8613,1.594,3.915,-4.92,Model
ZnT8,0.8288,0.8568,0.8568,2.406,4.049,-2.869,Model
ZnT8,0.822,0.8595,0.8595,3.987,3.986,-1.715,Model
ZnT8,0.8377,0.8541,0.8541,0.092,2.357,-4.601,Model
ZnT8,0.848,0.847,0.848,-1.879,2.976,-4.38,Model
ZnT8,0.8568,0.8394,0.8568,-4.966,3.212,-3.853,Model
ZnT8,0.8353,0.8553,0.8553,0.389,3.05,-5.419,Model
ZnT8,0.8438,0.8485,0.8485,-1.319,2.688,-5.071,Model
ZnT8,0.8136,0.8548,0.8548,5.152,5.016,-1.114,Model
ZnT8,0.8436,0.8498,0.8498,-0.633,2.1,-3.667,Model
ZnT8,0.8391,0.8533,0.8533,-0.546,3.202,-5.179,Model
ZnT8,0.8381,0.8503,0.8503,0.374,3.532,-3.442,Model
ZnT8,0.8584,0.8373,0.8584,-5.286,4.04,-2.938,Model
ZnT8,0.8259,0.8612,0.8612,2.332,3.959,-4.103,Model
ZnT8,0.8432,0.8526,0.8526,-0.718,2.498,-4.408,Model
ZnT8,0.8287,0.8551,0.8551,2.459,3.7,-2.249,Model
ZnT8,0.8407,0.8507,0.8507,-0.581,2.854,-4.227,Model
ZnT8,0.8137,0.855,0.855,6.446,4.29,2.966,Model
ZnT8,0.8211,0.8566,0.8566,5.055,3.894,2.077,Model
ZnT8,0.8339,0.8569,0.8569,2.535,3.042,-0.563,Model
ZnT8,0.8252,0.8602,0.8602,4.336,3.055,0.519,Model
ZnT8,0.8262,0.8567,0.8567,4.257,2.82,1.257,Model
ZnT8,0.9274,0.7644,0.9274,-27.924,8.417,8.232,Model
ZnT8,0.8176,0.8626,0.8626,5.996,3.047,1.629,Model
ZnT8,0.8189,0.8593,0.8593,6.11,3.719,2.673,Model
ZnT8,0.8279,0.8567,0.8567,4.013,3.531,1.166,Model
ZnT8,0.8241,0.8538,0.8538,4.887,3.425,2.223,Model
ZnT8,0.7937,0.8457,0.8457,8.956,5.66,5.406,Model
ZnT8,0.8133,0.8598,0.8598,7.18,3.468,3.455,Model
ZnT8,0.8408,0.8566,0.8566,1.237,1.835,-1.597,Model
ZnT8,0.8848,0.8256,0.8848,-9.313,1.775,-1.847,Model
ZnT8,0.797,0.8508,0.8508,8.923,5.684,4.839,Model
ZnT8,0.8181,0.8596,0.8596,5.967,3.67,2.376,Model
ZnT8,0.8106,0.8516,0.8516,6.664,4.645,2.801,Model
ZnT8,0.7959,0.8415,0.8415,9.792,6.333,7.477,Model
ZnT8,0.827,0.8566,0.8566,4.148,3.485,1.006,Model
ZnT8,0.8212,0.8538,0.8538,5.602,2.919,2.832,Model
ZnT8,0.8286,0.8571,0.8571,4.043,2.596,0.86,Model
ZnT8,0.8152,0.8535,0.8535,6.436,4.15,3.229,Model
ZnT8,0.8489,0.8551,0.8551,-0.384,1.33,-2.693,Model
ZnT8,0.7974,0.852,0.852,8.684,4.892,4.159,Model
ZnT8,0.8578,0.8471,0.8578,-2.48,0.548,-2.63,Model
ZnT8,0.792,0.8493,0.8493,11.139,5.294,7.973,Model
ZnT8,0.8251,0.8529,0.8529,5.205,3.376,2.933,Model
ZnT8,0.779,0.8424,0.8424,12.215,6.7,8.624,Model
ZnT8,0.7982,0.851,0.851,9.098,5.369,4.798,Model
ZnT8,0.8413,0.8569,0.8569,1.136,2.362,-1.471,Model
ZnT8,0.8603,0.8388,0.8603,-5.02,2.267,-5.412,Model
ZnT8,0.8397,0.8555,0.8555,-1.22,4.321,-4.181,Model
ZnT8,0.8528,0.8476,0.8528,-3.22,1.726,-5.908,Model
ZnT8,0.8231,0.8544,0.8544,3.406,4.638,-1.462,Model
ZnT8,0.8488,0.8501,0.8501,-2.533,3.053,-4.933,Model
ZnT8,0.8646,0.8328,0.8646,-5.658,2.293,-4.504,Model
ZnT8,0.8357,0.8509,0.8509,0.732,3.345,-2.891,Model
ZnT8,0.8405,0.8489,0.8489,-0.049,3.719,-2.443,Model
ZnT8,0.8453,0.8473,0.8473,-1.622,2.569,-5.163,Model
ZnT8,0.8543,0.8425,0.8543,-3.954,2.292,-5.859,Model
ZnT8,0.8379,0.8499,0.8499,0.515,2.77,-3.239,Model
ZnT8,0.8394,0.8458,0.8458,0.556,3.136,-1.546,Model
ZnT8,0.8329,0.8527,0.8527,1.37,3.619,-2.643,Model
ZnT8,0.8309,0.854,0.854,1.567,4.814,-2.158,Model
ZnT8,0.8534,0.8413,0.8534,-3.933,3.017,-4.611,Model
ZnT8,0.84,0.8507,0.8507,0.146,3.414,-2.483,Model
ZnT8,0.8469,0.8499,0.8499,-1.437,1.865,-4.857,Model
ZnT8,0.8369,0.8552,0.8552,-0.06,3.469,-4.199,Model
ZnT8,0.8455,0.8426,0.8455,-0.739,2.762,-2.074,Model
ZnT8,0.8429,0.8458,0.8458,-1.451,3.414,-4.147,Model
ZnT8,0.8371,0.8598,0.8598,1.252,2.123,-2.557,Model
ZnT8,0.8143,0.8561,0.8561,6.813,4.483,3.783,Model
ZnT8,0.8149,0.8599,0.8599,6.179,3.809,2.202,Model
ZnT8,0.8265,0.8582,0.8582,3.834,3.105,0.43,Model
ZnT8,0.8473,0.8539,0.8539,0.602,1.484,-0.369,Model
ZnT8,0.8269,0.8577,0.8577,3.435,2.858,-0.129,Model
ZnT8,0.8045,0.8578,0.8578,8.392,3.589,5.241,Model
ZnT8,0.8211,0.8542,0.8542,5.693,3.475,3.231,Model
ZnT8,0.8349,0.8598,0.8598,2.267,2.184,-1.114,Model
ZnT8,0.8269,0.8543,0.8543,4.992,2.865,3.239,Model
ZnT8,0.888,0.8258,0.888,-9.825,2.16,-0.629,Model
ZnT8,0.808,0.8549,0.8549,7.873,4.548,4.439,Model
ZnT8,0.8505,0.8531,0.8531,-1.088,1.614,-1.934,Model
ZnT8,0.8234,0.8578,0.8578,4.372,3.536,0.807,Model
ZnT8,0.8078,0.85,0.85,7.853,4.566,5.266,Model
ZnT8,0.8414,0.8605,0.8605,1.402,1.552,-1.543,Model
ZnT8,0.8377,0.8553,0.8553,1.674,2.498,-1.325,Model
ZnT8,0.8214,0.8539,0.8539,5.187,4.154,2.4,Model
ZnT8,0.8553,0.85,0.8553,-1.712,1.791,-1.286,Model
ZnT8,0.8142,0.8522,0.8522,6.317,5.061,3.773,Model
ZnT8,0.8137,0.8566,0.8566,6.91,3.963,3.628,Model
ZnT8,0.844,0.8602,0.8602,1.297,1.307,-0.679,Model
ZnT8,0.7944,0.852,0.852,9.379,5.412,5.345,Model
ZnT8,0.8105,0.8557,0.8557,7.306,4.085,4.126,Model
ZnT8,0.8289,0.8588,0.8588,4.089,2.96,1.144,Model
ZnT8,0.8132,0.8576,0.8576,6.328,4.107,2.305,Model
ZnT8,0.839,0.8541,0.8541,2.327,2.818,0.669,Model
ZnT8,0.815,0.8568,0.8568,6.456,3.979,3.406,Model
ZnT8,0.8131,0.858,0.858,7.012,4.052,3.56,Model
ZnT8,0.8283,0.8531,0.8531,4.142,3.585,2.064,Model
ZnT8,0.8512,0.8434,0.8512,-2.391,2.272,-4.782,Model
ZnT8,0.8237,0.8533,0.8533,3.428,4.202,-1.045,Model
ZnT8,0.8422,0.85,0.85,-0.666,2.518,-4.35,Model
ZnT8,0.8469,0.8418,0.8469,-1.262,2.319,-3.945,Model
ZnT8,0.8375,0.8521,0.8521,-0.423,3.659,-3.168,Model
ZnT8,0.8454,0.8431,0.8454,-1.914,4.059,-2.798,Model
ZnT8,0.8385,0.849,0.849,0.043,3.204,-2.977,Model
ZnT8,0.8379,0.8526,0.8526,0.616,3.196,-2.875,Model
ZnT8,0.8294,0.8559,0.8559,1.808,4.248,-3.359,Model
ZnT8,0.8334,0.8551,0.8551,0.978,3.63,-3.067,Model
ZnT8,0.8626,0.8377,0.8626,-4.764,1.911,-4.832,Model
ZnT8,0.8342,0.8523,0.8523,1.678,3.611,-1.798,Model
ZnT8,0.8381,0.85,0.85,0.296,3.584,-2.67,Model
ZnT8,0.8434,0.8501,0.8501,-0.338,2.815,-3.336,Model
ZnT8,0.8403,0.8513,0.8513,-0.535,3.401,-3.324,Model
ZnT8,0.8287,0.8502,0.8502,2.401,3.648,-1.414,Model
ZnT8,0.8304,0.8526,0.8526,1.865,3.772,-2.242,Model
ZnT8,0.8489,0.8446,0.8489,-1.914,2.811,-4.528,Model
ZnT8,0.8391,0.8473,0.8473,-0.587,3.915,-3.445,Model
ZnT8,0.8347,0.8536,0.8536,1.148,3.581,-3.223,Model
ZnT8,0.8176,0.8586,0.8586,6.001,3.376,2.608,Model
ZnT8,0.8192,0.857,0.857,5.949,3.771,3.07,Model
ZnT8,0.8232,0.8596,0.8596,4.965,3.274,1.674,Model
ZnT8,0.817,0.8575,0.8575,6.022,3.744,2.717,Model
ZnT8,0.8276,0.8581,0.8581,4.331,3.126,1.739,Model
ZnT8,0.8144,0.8537,0.8537,6.698,4.301,3.72,Model
ZnT8,0.8248,0.855,0.855,4.529,3.6,1.734,Model
ZnT8,0.8192,0.8581,0.8581,5.219,3.311,1.387,Model
ZnT8,0.8243,0.8555,0.8555,4.835,3.483,1.983,Model
ZnT8,0.818,0.8564,0.8564,5.811,3.764,3.073,Model
ZnT8,0.808,0.8519,0.8519,7.621,4.739,4.845,Model
ZnT8,0.8192,0.8529,0.8529,5.964,3.829,3.791,Model
ZnT8,0.8188,0.8548,0.8548,5.869,3.9,3.178,Model
ZnT8,0.819,0.8542,0.8542,5.64,4.169,3.02,Model
ZnT8,0.8077,0.8545,0.8545,8.027,4.249,5.068,Model
ZnT8,0.8094,0.8531,0.8531,7.444,4.702,4.435,Model
ZnT8,0.8267,0.8671,0.8671,4.154,1.982,0.096,Model
ZnT8,0.8199,0.8561,0.8561,5.801,3.225,2.998,Model
ZnT8,0.8281,0.8581,0.8581,4.311,2.94,1.605,Model
ZnT8,0.8227,0.8582,0.8582,5.011,3.562,2.021,Model
ZnT8,0.8159,0.8592,0.8592,6.334,3.813,2.765,Model
ZnT8,0.8184,0.8563,0.8563,6.092,3.763,3.726,Model
ZnT8,0.8236,0.8556,0.8556,4.726,3.442,1.807,Model
ZnT8,0.8215,0.8575,0.8575,5.211,3.556,2.036,Model
ZnT8,0.8299,0.8587,0.8587,4.048,2.515,1.556,Model
ZnT8,0.8265,0.858,0.858,3.92,2.909,0.293,Model
ZnT8,0.8271,0.8606,0.8606,4.322,3.113,0.78,Model
ZnT8,0.811,0.8572,0.8572,7.285,3.512,4.283,Model
ZnT8,0.8436,0.8555,0.8555,1.001,1.638,-0.956,Model
ZnT8,0.8435,0.8585,0.8585,1.44,1.684,-0.178,Model
CGRPR,0.9091,0.8972,0.9091,-14.731,7.835,4.524,Model
CGRPR,0.9465,0.8813,0.9465,2.286,6.231,6.215,Model
CGRPR,0.9279,0.8924,0.9279,-11.561,3.155,4.201,Model
CGRPR,0.9283,0.8636,0.9283,-9.944,4.333,3.53,Model
CGRPR,0.9337,0.8646,0.9337,-8.685,1.514,4.155,Model
CGRPR,0.9204,0.8852,0.9204,-15.372,5.135,3.06,Model
CGRPR,0.9347,0.8885,0.9347,-9.797,1.733,2.896,Model
CGRPR,0.9568,0.8742,0.9568,4.272,4.847,6.837,Model
CGRPR,0.9292,0.8698,0.9292,-1.017,10.683,5.896,Model
CGRPR,0.9525,0.8794,0.9525,2.987,7.898,7.566,Model
CGRPR,0.9509,0.8713,0.9509,3.287,5.918,6.252,Model
CGRPR,0.9486,0.8739,0.9486,1.87,4.792,4.372,Model
CGRPR,0.9463,0.8625,0.9463,4.298,4.578,4.878,Model
CGRPR,0.9508,0.8816,0.9508,2.045,7.015,7.432,Model
CGRPR,0.9258,0.8841,0.9258,-16.928,3.048,-6.659,Model
CGRPR,0.9245,0.8948,0.9245,-10.82,8.528,5.525,Model
CGRPR,0.9067,0.9088,0.9088,-19.677,7.819,-8.514,Model
CGRPR,0.9249,0.8907,0.9249,-11.358,7.417,4.148,Model
CGRPR,0.9036,0.8767,0.9036,-9.651,6.311,3.169,Model
CGRPR,0.8916,0.9239,0.9239,-23.822,8.975,4.72,Model
CGRPR,0.9496,0.877,0.9496,6.596,6.622,-3.467,Model
CGRPR,0.9203,0.902,0.9203,-22.061,5.284,-5.435,Model
CGRPR,0.9213,0.8829,0.9213,-18.649,1.969,-9.144,Model
CGRPR,0.9294,0.8735,0.9294,-11.856,6.466,3.985,Model
CGRPR,0.9006,0.9344,0.9344,-23.926,8.168,4.982,Model
CGRPR,0.931,0.8796,0.931,-13.605,0.093,2.331,Model
CGRPR,0.9173,0.8927,0.9173,-18.37,7.136,-6.972,Model
CGRPR,0.8495,0.8478,0.8495,-19.55,2.966,-1.507,Model
CGRPR,0.9361,0.8888,0.9361,-6.313,6.414,6.491,Model
CGRPR,0.9265,0.8969,0.9265,-17.368,-0.997,3.006,Model
CGRPR,0.9274,0.8987,0.9274,-19.869,1.574,2.462,Model
CGRPR,0.9183,0.8758,0.9183,-18.668,0.218,0.661,Model
CGRPR,0.8892,0.9547,0.9547,-26.293,7.231,4.981,Model
CGRPR,0.9204,0.908,0.9204,-22.348,0.184,3.252,Model
CGRPR,0.9304,0.8969,0.9304,-18.186,-0.888,1.952,Model
CGRPR,0.9313,0.8714,0.9313,-15.209,-3.732,1.398,Model
CGRPR,0.8887,0.9481,0.9481,-23.784,6.364,5.858,Model
CGRPR,0.9315,0.8757,0.9315,-18.416,-1.896,1.323,Model
CGRPR,0.9322,0.8784,0.9322,-14.74,-0.603,3.224,Model
CGRPR,0.9268,0.898,0.9268,-18.403,4.14,2.177,Model
CGRPR,0.953,0.874,0.953,3.021,5.446,5.526,Model
CGRPR,0.9322,0.8906,0.9322,-16.039,1.352,-6.093,Model
CGRPR,0.929,0.875,0.929,-16.498,-0.809,2.125,Model
CGRPR,0.9242,0.915,0.9242,-16.285,2.325,4.083,Model
CGRPR,0.9273,0.8791,0.9273,-21.042,-2.399,1.934,Model
CGRPR,0.9124,0.8696,0.9124,-20.487,2.465,-8.276,Model
CGRPR,0.9171,0.9032,0.9171,-24.238,1.567,1.502,Model
CGRPR,0.9371,0.8781,0.9371,-9.249,1.071,5.028,Model
CGRPR,0.9223,0.913,0.9223,-23.184,2.991,2.94,Model
CGRPR,0.9328,0.882,0.9328,-7.724,6.799,5.359,Model
CGRPR,0.9552,0.8736,0.9552,3.444,4.296,6.035,Model
CGRPR,0.9478,0.8808,0.9478,-4.58,-0.488,2.974,Model
CGRPR,0.9405,0.8906,0.9405,-8.878,3.09,3.96,Model
CGRPR,0.9395,0.8793,0.9395,-10.617,0.709,2.713,Model
CGRPR,0.9456,0.8797,0.9456,1.6,7.35,-2.722,Model
CGRPR,0.96,0.8778,0.96,2.731,5.208,5.566,Model
CGRPR,0.9545,0.8778,0.9545,1.79,7.745,5.588,Model
CGRPR,0.9544,0.8834,0.9544,3.992,9.482,-1.572,Model
CGRPR,0.9521,0.8658,0.9521,3.405,1.424,4.817,Model
CGRPR,0.956,0.8751,0.956,2.478,7.259,6.867,Model
CGRPR,0.9529,0.8818,0.9529,-0.184,9.461,6.432,Model
CGRPR,0.9353,0.8825,0.9353,-11.955,2.346,-5.439,Model
CGRPR,0.9607,0.8693,0.9607,4.763,3.494,6.582,Model
CGRPR,0.9575,0.8758,0.9575,4.714,8.94,-2.6,Model
CGRPR,0.948,0.8692,0.948,-2.669,3.018,4.338,Model
CGRPR,0.9553,0.884,0.9553,1.994,10.019,-1.241,Model
CGRPR,0.9548,0.8592,0.9548,4.004,1.988,6.474,Model
CGRPR,0.9471,0.8808,0.9471,-3.718,0.065,4.339,Model
CGRPR,0.9464,0.8794,0.9464,-5.352,2.037,4.415,Model
CGRPR,0.9559,0.8696,0.9559,4.184,4.326,4.983,Model
CGRPR,0.9585,0.8805,0.9585,8.518,4.839,-2.756,Model
CGRPR,0.9248,0.9131,0.9248,-16.463,-2.448,4.398,Model
CGRPR,0.9633,0.8649,0.9633,7.846,-0.344,5.965,Model
CGRPR,0.934,0.8641,0.934,-13.218,-5.509,0.45,Model
CGRPR,0.9287,0.8915,0.9287,-16.59,-4.389,1.569,Model
CGRPR,0.9649,0.8833,0.9649,5.185,4.352,4.098,Model
CGRPR,0.9581,0.8668,0.9581,6.052,1.57,5.719,Model
CGRPR,0.9619,0.8701,0.9619,6.107,3.683,7.159,Model
CGRPR,0.9255,0.8691,0.9255,-14.855,-1.249,-7.218,Model
CGRPR,0.9352,0.8844,0.9352,-19.429,-2.136,0.699,Model
CGRPR,0.9013,0.9153,0.9153,-20.476,4.185,2.334,Model
CGRPR,0.9271,0.8684,0.9271,-14.098,-2.861,-7.812,Model
CGRPR,0.9209,0.846,0.9209,-16.328,-6.404,-0.468,Model
CGRPR,0.9579,0.8655,0.9579,5.354,1.901,5.624,Model
CGRPR,0.9599,0.8765,0.9599,7.993,4.568,-2.238,Model
CGRPR,0.9588,0.8756,0.9588,5.966,4.354,-2.661,Model
CGRPR,0.9238,0.8946,0.9238,-23.122,1.793,-7.724,Model
CGRPR,0.9585,0.877,0.9585,9.218,3.978,-3.313,Model
CGRPR,0.9303,0.9012,0.9303,-16.048,1.88,-5.764,Model
CGRPR,0.93,0.8747,0.93,-16.736,-1.834,-8.068,Model
CGRPR,0.9267,0.8522,0.9267,-12.666,-4.996,0.263,Model
CGRPR,0.9468,0.8859,0.9468,-1.864,-1.637,4.317,Model
CGRPR,0.9291,0.8696,0.9291,-19.432,-4.58,1.842,Model
CGRPR,0.9611,0.8838,0.9611,7.357,4.732,-3.511,Model
CGRPR,0.9261,0.8707,0.9261,-19.022,-4.387,1.76,Model
CGRPR,0.9205,0.9148,0.9205,-17.485,3.577,-5.476,Model
CGRPR,0.9249,0.8931,0.9249,-17.934,-0.356,-6.115,Model
CGRPR,0.93,0.882,0.93,-19.407,-2.593,0.558,Model
CGRPR,0.9251,0.9152,0.9251,-22.764,1.743,2.988,Model
CGRPR,0.9382,0.8693,0.9382,-9.449,-2.524,2.699,Model
CGRPR,0.9523,0.8784,0.9523,3.338,8.884,-2.152,Model
CGRPR,0.9589,0.8846,0.9589,6.027,6.802,-3.286,Model
CGRPR,0.9521,0.8767,0.9521,4.175,9.646,-3.121,Model
CGRPR,0.9563,0.8782,0.9563,4.33,6.551,-1.971,Model
CGRPR,0.9556,0.8676,0.9556,2.77,7.225,6.754,Model
CGRPR,0.9394,0.872,0.9394,-2.484,5.429,-4,Model
CGRPR,0.9579,0.8743,0.9579,2.12,5.8,6.786,Model
CGRPR,0.9638,0.8738,0.9638,9.613,4.554,-3.142,Model
CGRPR,0.9602,0.8793,0.9602,2.057,5.857,6.412,Model
CGRPR,0.9596,0.8763,0.9596,2.066,5.995,5.361,Model
CGRPR,0.9419,0.8758,0.9419,-1.723,4.03,-4.095,Model
CGRPR,0.9552,0.8837,0.9552,3.014,8.803,-2.571,Model
CGRPR,0.9561,0.8806,0.9561,1.992,7.042,5.797,Model
CGRPR,0.9618,0.8845,0.9618,6.436,6.581,-3.224,Model
CGRPR,0.9585,0.8824,0.9585,5.067,6.35,-2.783,Model
CGRPR,0.9559,0.8811,0.9559,4.276,9.075,-1.382,Model
CGRPR,0.9528,0.8733,0.9528,5.202,5.613,-2.343,Model
CGRPR,0.9594,0.8849,0.9594,4.8,7.714,-2.224,Model
CGRPR,0.9606,0.8861,0.9606,3.787,9.043,-2.609,Model
CGRPR,0.9585,0.8795,0.9585,5.858,6.489,-1.776,Model
CGRPR,0.9491,0.8669,0.9491,0.354,-2.335,4.216,Model
CGRPR,0.9593,0.8829,0.9593,6.606,3.689,-2.953,Model
CGRPR,0.928,0.8657,0.928,-9.242,2.709,-7.186,Model
CGRPR,0.9338,0.8715,0.9338,-8.541,-0.883,-6.536,Model
CGRPR,0.9661,0.8699,0.9661,6.713,-0.283,6.014,Model
CGRPR,0.9604,0.8623,0.9604,8.596,-2.291,5.124,Model
CGRPR,0.957,0.8687,0.957,6.852,3.148,-2.867,Model
CGRPR,0.9529,0.8503,0.9529,8.809,-5.18,5.459,Model
CGRPR,0.9248,0.8705,0.9248,-17.378,-3.819,-9.987,Model
CGRPR,0.9471,0.8726,0.9471,-2.194,-5.066,3.872,Model
CGRPR,0.9509,0.8554,0.9509,3.087,-4.048,3.865,Model
CGRPR,0.9488,0.8722,0.9488,-3.125,-4.182,3.216,Model
CGRPR,0.9598,0.8799,0.9598,7.931,1.993,-3.294,Model
CGRPR,0.9625,0.8736,0.9625,3.383,4.867,6.688,Model
CGRPR,0.9493,0.8672,0.9493,4.893,-1.206,-4.85,Model
CGRPR,0.9277,0.8667,0.9277,-15.352,-3.835,-8.495,Model
CGRPR,0.9566,0.8699,0.9566,3.16,4.693,6.377,Model
CGRPR,0.9467,0.8648,0.9467,0.424,-2.866,2.421,Model
CGRPR,0.959,0.8705,0.959,8.499,2.507,-3.282,Model
CGRPR,0.9339,0.8807,0.9339,-15.043,0.323,-7.964,Model
CGRPR,0.9268,0.8946,0.9268,-20.729,-4.192,1.02,Model
CGRPR,0.9276,0.8563,0.9276,-15.428,-6.269,-0.749,Model
CGRPR,0.9612,0.8779,0.9612,7.685,4.291,-3.638,Model
CGRPR,0.9596,0.8725,0.9596,7.84,3.004,-1.505,Model
CGRPR,0.9617,0.8789,0.9617,7.224,4.158,-3.104,Model
CGRPR,0.9654,0.8761,0.9654,6.815,1.995,5.702,Model
CGRPR,0.9604,0.8803,0.9604,7.116,4.636,-3.215,Model
CGRPR,0.9641,0.8705,0.9641,6.354,0.789,5.136,Model
CGRPR,0.9618,0.8798,0.9618,6.907,7.512,-0.402,Model
CGRPR,0.9575,0.879,0.9575,6.738,4.208,-2.836,Model
CGRPR,0.9625,0.8759,0.9625,4.043,3.19,5.578,Model
CGRPR,0.9578,0.8757,0.9578,5.873,4.497,-3.542,Model
CGRPR,0.9592,0.8725,0.9592,3.752,2.605,5.724,Model
CGRPR,0.9573,0.8859,0.9573,4.775,7.058,-3.227,Model
CGRPR,0.9477,0.8771,0.9477,0.184,3.745,-5.461,Model
CGRPR,0.9559,0.8732,0.9559,3.28,4.425,5.432,Model
CGRPR,0.9579,0.8836,0.9579,5.372,6.541,-3.323,Model
CGRPR,0.9484,0.8771,0.9484,-2.964,0.75,3.936,Model
CGRPR,0.9572,0.8826,0.9572,5.69,5.687,-2.818,Model
CGRPR,0.9582,0.8716,0.9582,3.838,2.445,4.625,Model
CGRPR,0.9512,0.881,0.9512,2.741,5.599,-4.77,Model
CGRPR,0.9662,0.8748,0.9662,5.935,3.237,4.455,Model
CGRPR,0.9546,0.874,0.9546,4.189,7.907,-2.235,Model
CGRPR,0.9614,0.8821,0.9614,5.685,6.079,-3.372,Model
CGRPR,0.9582,0.8807,0.9582,5.938,5.683,-3.574,Model
CGRPR,0.9632,0.8714,0.9632,4.63,2.683,5.938,Model
CGRPR,0.9506,0.8788,0.9506,3.517,4.143,-4.948,Model
CGRPR,0.9625,0.8808,0.9625,4.775,4.453,5.483,Model
CGRPR,0.9611,0.871,0.9611,4.558,1.997,5.577,Model
CGRPR,0.9595,0.8827,0.9595,6.039,5.749,-2.803,Model
CGRPR,0.9554,0.8664,0.9554,8.595,-1.16,-2.857,Model
CGRPR,0.9559,0.8628,0.9559,4.229,-3.588,3.849,Model
CGRPR,0.9546,0.8865,0.9546,2.38,5.957,-1.777,Model
CGRPR,0.9466,0.8649,0.9466,0.346,-2.864,3.023,Model
CGRPR,0.9625,0.8702,0.9625,7.302,-0.311,5.085,Model
CGRPR,0.9578,0.8685,0.9578,8.797,-0.993,-3.238,Model
CGRPR,0.961,0.8686,0.961,9.468,-0.074,-2.533,Model
CGRPR,0.9595,0.868,0.9595,7.822,-0.005,-3.459,Model
CGRPR,0.9581,0.879,0.9581,6.575,3.142,-3.222,Model
CGRPR,0.9559,0.8581,0.9559,7.353,-1.997,5.286,Model
CGRPR,0.9211,0.9109,0.9211,-21.24,0.233,-6.399,Model
CGRPR,0.9629,0.87,0.9629,7.045,-0.719,5.373,Model
CGRPR,0.9527,0.8757,0.9527,2.084,0.006,4.031,Model
CGRPR,0.9621,0.8789,0.9621,6.019,0.982,3.986,Model
CGRPR,0.9568,0.8791,0.9568,7.525,0.99,-4.126,Model
CGRPR,0.958,0.8682,0.958,7.297,-0.294,-3.027,Model
CGRPR,0.9593,0.8711,0.9593,9.524,0.825,-3.919,Model
CGRPR,0.9471,0.8802,0.9471,-2.607,-1.723,-6.97,Model
CGRPR,0.933,0.865,0.933,-6.461,-4.496,-5.285,Model
CGRPR,0.9439,0.8601,0.9439,0.395,-5.554,3.156,Model
CGRPR,0.9561,0.8597,0.9561,6.861,-0.273,4.559,Model
CGRPR,0.958,0.8601,0.958,6.201,-2.257,5.017,Model
CGRPR,0.962,0.8709,0.962,6.594,0.297,3.686,Model
CGRPR,0.9388,0.8857,0.9388,-6.693,-4.894,-7.742,Model
CGRPR,0.9468,0.8749,0.9468,1.159,-0.088,-5.276,Model
CGRPR,0.9555,0.8639,0.9555,8.032,-1.124,-4.906,Model
CGRPR,0.9588,0.8771,0.9588,6.683,1.636,-3.968,Model
CGRPR,0.9603,0.8668,0.9603,6.681,-2.944,3.624,Model
CGRPR,0.9606,0.8727,0.9606,4.756,-1.139,4.848,Model
CGRPR,0.956,0.8787,0.956,5.542,6.111,-3.628,Model
CGRPR,0.9511,0.8801,0.9511,3.314,3.407,-4.603,Model
CGRPR,0.9527,0.8712,0.9527,4.153,3.161,3.968,Model
CGRPR,0.9596,0.8731,0.9596,4.515,2.158,4.234,Model
CGRPR,0.9576,0.8739,0.9576,6.637,3.332,-3.447,Model
CGRPR,0.9579,0.8818,0.9579,5.517,4.958,-3.535,Model
CGRPR,0.9599,0.87,0.9599,5.195,1.13,5.003,Model
CGRPR,0.9593,0.8722,0.9593,4.445,1.453,3.556,Model
CGRPR,0.9505,0.8759,0.9505,3.614,3.013,-4.378,Model
CGRPR,0.9508,0.8657,0.9508,1.814,-0.024,3.243,Model
CGRPR,0.9575,0.8694,0.9575,3.586,3.065,5.348,Model
CGRPR,0.952,0.8738,0.952,-0.208,0.013,3.444,Model
CGRPR,0.9591,0.8652,0.9591,5.697,0.216,4.66,Model
CGRPR,0.9614,0.8728,0.9614,5.869,1.258,3.985,Model
CGRPR,0.9558,0.8805,0.9558,6.057,4.068,-4.039,Model
CGRPR,0.9607,0.8695,0.9607,5.724,0.734,3.989,Model
CGRPR,0.9594,0.8749,0.9594,4.442,2.336,4.508,Model
CGRPR,0.961,0.8663,0.961,7.511,-0.459,4.469,Model
CGRPR,0.9581,0.8804,0.9581,6.008,4.829,-3.819,Model
CGRPR,0.953,0.8827,0.953,3.159,4.267,-4.345,Model
CGRPR,0.9561,0.8765,0.9561,6.339,3.21,-3.558,Model
CGRPR,0.9434,0.8632,0.9434,-2.324,-7.98,2.076,Model
CGRPR,0.943,0.8551,0.943,-3.042,-11.778,1.453,Model
CGRPR,0.9289,0.8705,0.9289,-10.115,-10.863,1.41,Model
CGRPR,0.9575,0.8567,0.9575,7.83,-4.481,3.283,Model
CGRPR,0.9504,0.8566,0.9504,5.71,-6.492,4.167,Model
CGRPR,0.9541,0.8561,0.9541,8.318,-5.074,4.904,Model
CGRPR,0.9558,0.868,0.9558,8.77,-1.323,-4.152,Model
CGRPR,0.9457,0.8587,0.9457,3.515,-6.583,3.316,Model
CGRPR,0.9501,0.8715,0.9501,2.844,-2.682,-3.002,Model
CGRPR,0.9455,0.86,0.9455,1.621,-4.765,2.991,Model
